Brand,Cigar Name,Factory Name,Ring Gauge,Length (mm),Length (inches),Vitola/Shape,Status,Release Year,Discontinued Year,Construction,Notes,cigar_name_norm,brand_norm,Description,Length mm,Length inches,Vitola,Assets,Package,Stock,Packaging
H. Upmann,H. Upmann No.2,José Martí,,,,,,,,,,h. upmann no.2,h. upmann,,,,,https://drive.google.com/drive/folders/17B1NzS303-FTefwfGzuKoxdecH7tPS-g?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Regalias,José Martí,,,,,,,,,,h. upmann regalias,h. upmann,,,,,https://drive.google.com/drive/folders/1a9e-Z1J9srhp1LrHBB1F-pTclFbftZC_?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Majestic,José Martí,,,,,,,,,,h. upmann majestic,h. upmann,,,,,https://drive.google.com/drive/folders/109RNSIdz8T7-Zvy0j-Vf-6FlNFSz2VLt?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Connoisseur No.1,José Martí,,,,,,,,,,h. upmann connoisseur no.1,h. upmann,,,,,https://drive.google.com/drive/folders/1Fz0uO3CZE7CKO8Ou8NxfeMiijDFm8APf?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Connoisseur No.2,José Martí,,,,,,,,,,h. upmann connoisseur no.2,h. upmann,,,,,https://drive.google.com/drive/folders/1QHN18utIe4ZUOWHELtTaPq-2qEBKOfCg?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Connoisseur B - Specialist ,José Martí,,,,,,,,,,h. upmann connoisseur b  specialist,h. upmann,,,,,https://drive.google.com/drive/folders/1JxOQsldTLYi7v1dhR8zxgV8tFA-NHeBd?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Coronas Majors,José Martí,,,,,,,,,,h. upmann coronas majors,h. upmann,,,,,https://drive.google.com/drive/folders/1bFLEqwBTR2SWtqXy640hu2mQqIPVrtoj?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Coronas Minors,José Martí,,,,,,,,,,h. upmann coronas minors,h. upmann,,,,,https://drive.google.com/drive/folders/1JmiYzg76HgEMv9VDj7BUVzMtDUM0Kgyv?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Coronas J,José Martí,,,,,,,,,,h. upmann coronas j,h. upmann,,,,,https://drive.google.com/drive/folders/1aac9DoZL6wLlasYGIAWnwmbl9rv1Aqv5?usp=drive_link,1.0,1.0,
H. Upmann,H. Upmann Half Coronas,José Martí,,,,,,,,,,h. upmann half coronas,h. upmann,,,,,https://drive.google.com/drive/folders/1aiiD2CA7nld3b0Zyep1jwtnBQREk3K2W?usp=drive_link,5.0,1.0,
H. Upmann,H. Upmann Magnum 46,José Martí,,,,,,,,,,h. upmann magnum 46,h. upmann,,,,,https://drive.google.com/drive/folders/1enV-HEuYkhZUIM4Ema71fuGxiHnco6H0?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Magnum 50,José Martí,,,,,,,,,,h. upmann magnum 50,h. upmann,,,,,https://drive.google.com/drive/folders/19shEzqXGWG6JmZ8m8o_Gyq_iIdETB_LO?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Magnum 52,José Martí,,,,,,,,,,h. upmann magnum 52,h. upmann,,,,,https://drive.google.com/drive/folders/1DdUbQVLu6aDgLNnBwTfneL34Oc7Jtoaa?usp=drive_link,18.0,1.0,
H. Upmann,H. Upmann Magnum 54,José Martí,,,,,,,,,,h. upmann magnum 54,h. upmann,,,,,https://drive.google.com/drive/folders/1WXMyNtYmenYLrTFfy7sIYvpkg6mbFua1?usp=drive_link,25.0,1.0,
H. Upmann,H. Upmann Magnum 56 Jar,José Martí,,,,,,,,,,h. upmann magnum 56 jar,h. upmann,,,,,https://drive.google.com/drive/folders/1M-UQnsaxx_uobZD91jHgWxkVI66psb9H?usp=drive_link,20.0,1.0,
H. Upmann,H. Upmann Robusto Anejados,José Martí,,,,,,,,,,h. upmann robusto anejados,h. upmann,,,,,https://drive.google.com/drive/folders/1MDBzfaIpsa7B4F7z9roRpOMdSBmYx2tb?usp=drive_link,25.0,1.0,
,,,,,,,,,,,,,,,,,,,,,
Davidoff,Winston Churchill Limited Edition 2025 - The Artist,,,,,,,,,,,winston churchill limited edition 2025  the artist,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Churchill_LE2025_Single.png?v=1735911629&width=800,,10.0,
Davidoff,Davidoff Year of the Snake - 2025,,,,,,,,,,,davidoff year of the snake  2025,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Year_of_the_snake_single.png?v=1731320981&width=800,,10.0,
Davidoff,Davidoff Year of the Dragon - 2024 - Limited Edition Gran Toro,,,,,,,,,,,davidoff year of the dragon  2024  limited edition gran toro,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Toro-Special-Edition-Single.png?v=1729866437&width=800,,10.0,
Davidoff,The Davidoff Year of the Snake Accessory Set 2025,,,,,,,,,,,the davidoff year of the snake accessory set 2025,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Gift__Set_Full.png?v=1731517300&width=800,,0.0,
Davidoff,The Davidoff Year of the Snake Masterpiece Humidor 2025,,,,,,,,,,,the davidoff year of the snake masterpiece humidor 2025,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/YOTS_Humidor_Main.png?v=1731433608&width=800,,10.0,
Davidoff,The Davidoff The Year of Collector's Edition,,,,,,,,,,,the davidoff the year of collector's edition,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Davidoff_Zodiac_Humidor.png?v=1722961965&width=800,,10.0,
Davidoff,Davidoff London 40th Anniversary Limited Edition,,,,,,,,,,,davidoff london 40th anniversary limited edition,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/DavidoffSahakianWhisky2withopenbox.png?v=1691595969&width=800,,10.0,
Davidoff,Aniversario No. 1 2023 Limited Edition,,,,,,,,,,,aniversario no. 1 2023 limited edition,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Aniversario_No1_LE2023_Single.png?v=1696953965&width=800,,10.0,
Davidoff,Oro Blanco Special Release 111,,,,,,,,,,,oro blanco special release 111,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Oro_Blanco_Single.png?v=1729010135&width=800,,10.0,
Davidoff,Davidoff Royal Robusto,,,,,,,,,,,davidoff royal robusto,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/Domincan_Davidoff_Royal_Robusto_Single_Cigars.jpg?v=1610101957&width=800,,10.0,
Davidoff,Davidoff Royal Salomones,,,,,,,,,,,davidoff royal salomones,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/Domincan_Davidoff_Royal_Salomones_Single_Cigars.jpg?v=1610101995&width=800,,0.0,
Davidoff,Davidoff Robusto Selection Box,,,,,,,,,,,davidoff robusto selection box,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Robusto_Selection_Box_OpenSquare.png?v=1697013562&width=800,,0.0,
Davidoff,Winston Churchill Liquor Glasses,,,,,,,,,,,winston churchill liquor glasses,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/wsc_whisky_glass_001.png?v=1644399595&width=800,,10.0,
Davidoff,Masterpiece 50 Years Cave du Monde Humidor,,,,,,,,,,,masterpiece 50 years cave du monde humidor,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/111788_Dav_50th_hum_Geant_CaveduMoyenOrient_004.png?v=1620042516&width=800,,10.0,
Davidoff,Davidoff Escurio 10th Anniversary Gran Toro - LE 2025,,,,,,,,,,,davidoff escurio 10th anniversary gran toro  le 2025,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Escurio_10th_Single.png?v=1744366234&width=800,,10.0,
Davidoff,Davidoff Chefs Edition LE 2025,,,,,,,,,,,davidoff chefs edition le 2025,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Chef2025Single.png?v=1757517779&width=800,,10.0,
Davidoff,Entreacto,,,,,,,,,,,entreacto,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/Dominican_Davidoff_Aniversario_Entreacto_Single_Cigar.jpg?v=1610492191&width=800,,,
Davidoff,Short Perfecto,,,,,,,,,,,short perfecto,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/Dominican_Davidoff_Aniversario_Short_Perfecto_Single_Cigar.jpg?v=1610492412&width=800,,,
Davidoff,Special 'R',,,,,,,,,,,special 'r',davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/Dominican_Davidoff_Aniversario_Special_R_Single_Cigar.jpg?v=1610492293&width=800,,,
Davidoff,Special 'R' Tubos,,,,,,,,,,,special 'r' tubos,davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/Anniversario_SpecialR_Tubos.png?v=1614672907&width=800,,,
Davidoff,Special 'T',,,,,,,,,,,special 't',davidoff,,,,,https://www.davidofflondon.com/cdn/shop/products/103004_dav_ani_spe_t_4s_003.jpg?v=1615217619&width=800,,,
Davidoff,Double 'R',,,,,,,,,,,double 'r',davidoff,,,,,https://www.davidofflondon.com/cdn/shop/files/Daivdoff_DoubleR_Single.png?v=1695996198&width=800,,,
